# Node, all count, hit count, without preloading, with preloading, Hit ratio, Improved loading time
308, 482, 108, 495559, 451068, 0.224066, 0.0897794
309, 483, 108, 495689, 451198, 0.223602, 0.0897559
310, 484, 108, 496044, 451553, 0.22314, 0.0896916
310, 485, 108, 496169, 451678, 0.22268, 0.089669
310, 486, 109, 496292, 451738, 0.22428, 0.0897738
311, 487, 109, 496431, 451877, 0.223819, 0.0897486
311, 488, 109, 496538, 451984, 0.223361, 0.0897293
311, 489, 110, 496651, 452044, 0.224949, 0.0898156
311, 490, 111, 496764, 452104, 0.226531, 0.0899018
311, 491, 112, 496874, 452164, 0.228106, 0.0899826
311, 492, 113, 496992, 452224, 0.229675, 0.0900779
311, 493, 114, 497107, 452284, 0.231237, 0.0901677
312, 494, 114, 497250, 452427, 0.230769, 0.0901418
312, 495, 114, 497458, 452635, 0.230303, 0.0901041
312, 496, 115, 497577, 452695, 0.231855, 0.0902011
312, 497, 116, 497688, 452755, 0.2334, 0.0902835
312, 498, 117, 497800, 452815, 0.23494, 0.0903676
312, 499, 118, 497919, 452875, 0.236473, 0.0904645
312, 500, 119, 498140, 452935, 0.238, 0.0907476
312, 501, 120, 498272, 452995, 0.239521, 0.090868
313, 502, 120, 498423, 453146, 0.239044, 0.0908405
314, 503, 120, 498614, 453337, 0.238569, 0.0908057
314, 504, 120, 498777, 453500, 0.238095, 0.090776
315, 505, 120, 498927, 453650, 0.237624, 0.0907487
316, 506, 120, 500079, 454802, 0.237154, 0.0905397
316, 507, 120, 500235, 454958, 0.236686, 0.0905115
316, 508, 121, 500396, 455018, 0.238189, 0.0906842
316, 509, 122, 500554, 455078, 0.239686, 0.0908513
317, 510, 122, 502205, 456729, 0.239216, 0.0905527
318, 511, 122, 502680, 457204, 0.238748, 0.0904671
319, 512, 122, 502998, 457522, 0.238281, 0.0904099
320, 513, 122, 503580, 458104, 0.237817, 0.0903054
321, 514, 122, 503864, 458388, 0.237354, 0.0902545
322, 515, 122, 504142, 458666, 0.236893, 0.0902047
323, 516, 122, 506012, 460536, 0.236434, 0.0898714
324, 517, 122, 507860, 462384, 0.235977, 0.0895444
325, 518, 122, 509715, 464239, 0.235521, 0.0892185
326, 519, 122, 511567, 466091, 0.235067, 0.0888955
327, 520, 122, 513097, 467621, 0.234615, 0.0886304
328, 521, 122, 513557, 468081, 0.234165, 0.088551
329, 522, 122, 514535, 469059, 0.233716, 0.0883827
330, 523, 122, 516229, 470753, 0.23327, 0.0880927
331, 524, 122, 516768, 471292, 0.232824, 0.0880008
332, 525, 122, 520527, 475051, 0.232381, 0.0873653
333, 526, 122, 524301, 478825, 0.231939, 0.0867364
334, 527, 122, 525224, 479748, 0.231499, 0.086584
335, 528, 122, 528657, 483181, 0.231061, 0.0860218
336, 529, 122, 532795, 487319, 0.230624, 0.0853537
337, 530, 122, 533564, 488088, 0.230189, 0.0852306
337, 531, 122, 533857, 488381, 0.229755, 0.0851839
338, 532, 122, 535467, 489991, 0.229323, 0.0849277
339, 533, 122, 536564, 491088, 0.228893, 0.0847541
340, 534, 122, 537098, 491622, 0.228464, 0.0846698
341, 535, 122, 537640, 492164, 0.228037, 0.0845845
342, 536, 122, 540555, 495079, 0.227612, 0.0841284
343, 537, 122, 540864, 495388, 0.227188, 0.0840803
344, 538, 122, 542521, 497045, 0.226766, 0.0838235
345, 539, 122, 544178, 498702, 0.226345, 0.0835682
346, 540, 122, 546971, 501495, 0.225926, 0.0831415
347, 541, 122, 548167, 502691, 0.225508, 0.0829601
348, 542, 122, 549577, 504101, 0.225092, 0.0827473
349, 543, 122, 550802, 505326, 0.224678, 0.0825632
350, 544, 122, 553629, 508153, 0.224265, 0.0821417
350, 545, 122, 554909, 509433, 0.223853, 0.0819522
351, 546, 122, 556183, 510707, 0.223443, 0.0817645
351, 547, 122, 556581, 511105, 0.223035, 0.081706
352, 548, 122, 557109, 511633, 0.222628, 0.0816286
352, 549, 122, 557625, 512149, 0.222222, 0.081553
353, 550, 122, 557874, 512398, 0.221818, 0.0815166
353, 551, 122, 558057, 512581, 0.221416, 0.0814899
354, 552, 122, 558115, 512639, 0.221014, 0.0814814
355, 553, 122, 558147, 512671, 0.220615, 0.0814767
356, 554, 122, 558249, 512773, 0.220217, 0.0814619
357, 555, 122, 560263, 514787, 0.21982, 0.081169
358, 556, 122, 567934, 522458, 0.219424, 0.0800727
359, 557, 122, 576829, 531353, 0.219031, 0.0788379
360, 558, 122, 577048, 531572, 0.218638, 0.078808
360, 559, 122, 577071, 531595, 0.218247, 0.0788049
361, 560, 122, 577195, 531719, 0.217857, 0.0787879
361, 561, 122, 577208, 531732, 0.217469, 0.0787862
362, 562, 122, 592694, 547218, 0.217082, 0.0767276
363, 563, 122, 592783, 547307, 0.216696, 0.0767161
364, 564, 122, 593772, 548296, 0.216312, 0.0765883
365, 565, 122, 594761, 549285, 0.215929, 0.076461
366, 566, 122, 600817, 555341, 0.215548, 0.0756903
367, 567, 122, 606314, 560838, 0.215168, 0.075004
368, 568, 122, 613687, 568211, 0.214789, 0.0741029
369, 569, 122, 613818, 568342, 0.214411, 0.0740871
370, 570, 122, 616168, 570692, 0.214035, 0.0738045
371, 571, 122, 618518, 573042, 0.21366, 0.0735241
372, 572, 122, 618593, 573117, 0.213287, 0.0735152
373, 573, 122, 619669, 574193, 0.212914, 0.0733876
374, 574, 122, 620475, 574999, 0.212544, 0.0732922
375, 575, 122, 620551, 575075, 0.212174, 0.0732833
376, 576, 122, 620607, 575131, 0.211806, 0.0732766
377, 577, 122, 620729, 575253, 0.211438, 0.0732622
378, 578, 122, 620805, 575329, 0.211073, 0.0732533
379, 579, 122, 621441, 575965, 0.210708, 0.0731783
379, 580, 122, 621779, 576303, 0.210345, 0.0731385
379, 581, 123, 622201, 576363, 0.211704, 0.0736707
380, 582, 123, 622774, 576936, 0.21134, 0.0736029
381, 583, 123, 624101, 578263, 0.210978, 0.0734464
382, 584, 123, 624660, 578822, 0.210616, 0.0733807
383, 585, 123, 632225, 586387, 0.210256, 0.0725027
384, 586, 123, 635893, 590055, 0.209898, 0.0720845
384, 587, 123, 637412, 591574, 0.20954, 0.0719127
385, 588, 123, 638932, 593094, 0.209184, 0.0717416
385, 589, 123, 640287, 594449, 0.208829, 0.0715898
386, 590, 123, 641044, 595206, 0.208475, 0.0715052
387, 591, 123, 642992, 597154, 0.208122, 0.0712886
388, 592, 123, 644940, 599102, 0.20777, 0.0710733
389, 593, 123, 651161, 605323, 0.20742, 0.0703943
389, 594, 123, 657981, 612143, 0.207071, 0.0696646
390, 595, 123, 658790, 612952, 0.206723, 0.0695791
391, 596, 123, 659612, 613774, 0.206376, 0.0694924
392, 597, 123, 660149, 614311, 0.20603, 0.0694358
393, 598, 123, 660656, 614818, 0.205686, 0.0693826
394, 599, 123, 661227, 615389, 0.205342, 0.0693226
395, 600, 123, 661582, 615744, 0.205, 0.0692854
396, 601, 123, 662367, 616529, 0.204659, 0.0692033
397, 602, 123, 663020, 617182, 0.204319, 0.0691352
398, 603, 123, 663643, 617805, 0.20398, 0.0690703
399, 604, 123, 668764, 622926, 0.203642, 0.0685414
400, 605, 123, 669515, 623677, 0.203306, 0.0684645
401, 606, 123, 669876, 624038, 0.20297, 0.0684276
401, 607, 123, 670184, 624346, 0.202636, 0.0683961
401, 608, 123, 670569, 624731, 0.202303, 0.0683569
401, 609, 123, 670876, 625038, 0.20197, 0.0683256
402, 610, 123, 671183, 625345, 0.201639, 0.0682943
403, 611, 123, 672174, 626336, 0.201309, 0.0681937
404, 612, 123, 672242, 626404, 0.20098, 0.0681868
405, 613, 123, 673234, 627396, 0.200653, 0.0680863
406, 614, 123, 673767, 627929, 0.200326, 0.0680324
407, 615, 123, 674164, 628326, 0.2, 0.0679924
408, 616, 123, 674578, 628740, 0.199675, 0.0679506
409, 617, 123, 675318, 629480, 0.199352, 0.0678762
410, 618, 123, 675692, 629854, 0.199029, 0.0678386
411, 619, 123, 677902, 632064, 0.198708, 0.0676174
412, 620, 123, 680112, 634274, 0.198387, 0.0673977
412, 621, 123, 687979, 642141, 0.198068, 0.066627
413, 622, 123, 695846, 650008, 0.197749, 0.0658738
414, 623, 123, 697512, 651674, 0.197432, 0.0657164
415, 624, 123, 698858, 653020, 0.197115, 0.0655899
416, 625, 123, 700694, 654856, 0.1968, 0.065418
417, 626, 123, 701416, 655578, 0.196486, 0.0653507
418, 627, 123, 706514, 660676, 0.196172, 0.0648791
419, 628, 123, 710984, 665146, 0.19586, 0.0644712
419, 629, 123, 713130, 667292, 0.195548, 0.0642772
419, 630, 124, 715213, 667352, 0.196825, 0.0669185
420, 631, 124, 716275, 668414, 0.196513, 0.0668193
421, 632, 124, 719133, 671272, 0.196203, 0.0665538
422, 633, 124, 721991, 674130, 0.195893, 0.0662903
423, 634, 124, 725825, 677964, 0.195584, 0.0659401
424, 635, 124, 728081, 680220, 0.195276, 0.0657358
425, 636, 124, 730358, 682497, 0.194969, 0.0655309
426, 637, 124, 732635, 684774, 0.194662, 0.0653272
427, 638, 124, 733103, 685242, 0.194357, 0.0652855
428, 639, 124, 734689, 686828, 0.194053, 0.0651446
429, 640, 124, 735052, 687191, 0.19375, 0.0651124
430, 641, 124, 735415, 687554, 0.193448, 0.0650803
431, 642, 124, 739597, 691736, 0.193146, 0.0647123
431, 643, 124, 742265, 694404, 0.192846, 0.0644797
432, 644, 124, 743541, 695680, 0.192547, 0.064369
432, 645, 124, 744496, 696635, 0.192248, 0.0642864
433, 646, 124, 746227, 698366, 0.19195, 0.0641373
433, 647, 124, 747628, 699767, 0.191654, 0.0640171
433, 648, 125, 749049, 699827, 0.192901, 0.0657127
434, 649, 125, 749793, 700571, 0.192604, 0.0656475
434, 650, 125, 750395, 701173, 0.192308, 0.0655948
435, 651, 125, 755650, 706428, 0.192012, 0.0651386
435, 652, 125, 757549, 708327, 0.191718, 0.0649753
436, 653, 125, 761028, 711806, 0.191424, 0.0646783
436, 654, 125, 763959, 714737, 0.191132, 0.0644302
437, 655, 125, 765143, 715921, 0.19084, 0.0643305
437, 656, 125, 765451, 716229, 0.190549, 0.0643046
438, 657, 125, 766959, 717737, 0.190259, 0.0641781
439, 658, 125, 767763, 718541, 0.18997, 0.0641109
440, 659, 125, 767835, 718613, 0.189681, 0.0641049
441, 660, 125, 768223, 719001, 0.189394, 0.0640725
442, 661, 125, 774295, 725073, 0.189107, 0.0635701
443, 662, 125, 778527, 729305, 0.188822, 0.0632245
444, 663, 125, 782848, 733626, 0.188537, 0.0628756
445, 664, 125, 786511, 737289, 0.188253, 0.0625827
446, 665, 125, 789813, 740591, 0.18797, 0.0623211
447, 666, 125, 793395, 744173, 0.187688, 0.0620397
448, 667, 125, 796751, 747529, 0.187406, 0.0617784
449, 668, 125, 800074, 750852, 0.187126, 0.0615218
450, 669, 125, 803261, 754039, 0.186846, 0.0612777
451, 670, 125, 806427, 757205, 0.186567, 0.0610371
452, 671, 125, 810211, 760989, 0.186289, 0.0607521
453, 672, 125, 811428, 762206, 0.186012, 0.060661
454, 673, 125, 812123, 762901, 0.185736, 0.060609
455, 674, 125, 813102, 763880, 0.18546, 0.0605361
456, 675, 125, 815707, 766485, 0.185185, 0.0603427
457, 676, 125, 819737, 770515, 0.184911, 0.0600461
458, 677, 125, 825442, 776220, 0.184638, 0.0596311
459, 678, 125, 832774, 783552, 0.184366, 0.0591061
460, 679, 125, 834752, 785530, 0.184094, 0.058966
461, 680, 125, 834834, 785612, 0.183824, 0.0589602
461, 681, 125, 834870, 785648, 0.183554, 0.0589577
461, 682, 126, 834908, 785708, 0.184751, 0.0589286
462, 683, 126, 836498, 787298, 0.18448, 0.0588166
462, 684, 126, 837306, 788106, 0.184211, 0.0587599
463, 685, 126, 840581, 791381, 0.183942, 0.0585309
463, 686, 126, 840671, 791471, 0.183673, 0.0585247
464, 687, 126, 842392, 793192, 0.183406, 0.0584051
465, 688, 126, 843849, 794649, 0.18314, 0.0583043
465, 689, 126, 845079, 795879, 0.182874, 0.0582194
466, 690, 126, 845618, 796418, 0.182609, 0.0581823
467, 691, 126, 846157, 796957, 0.182344, 0.0581452
468, 692, 126, 848177, 798977, 0.182081, 0.0580068
468, 693, 126, 850197, 800997, 0.181818, 0.0578689
469, 694, 126, 852204, 803004, 0.181556, 0.0577327
470, 695, 126, 854211, 805011, 0.181295, 0.057597
471, 696, 126, 856226, 807026, 0.181034, 0.0574615
472, 697, 126, 858241, 809041, 0.180775, 0.0573266
473, 698, 126, 862616, 813416, 0.180516, 0.0570358
473, 699, 126, 866010, 816810, 0.180258, 0.0568123
474, 700, 126, 866190, 816990, 0.18, 0.0568005
475, 701, 126, 866330, 817130, 0.179743, 0.0567913
476, 702, 126, 867232, 818032, 0.179487, 0.0567322
477, 703, 126, 875713, 826513, 0.179232, 0.0561828
478, 704, 126, 884194, 834994, 0.178977, 0.0556439
479, 705, 126, 886100, 836900, 0.178723, 0.0555242
480, 706, 126, 886547, 837347, 0.17847, 0.0554962
481, 707, 126, 890860, 841660, 0.178218, 0.0552275
482, 708, 126, 891150, 841950, 0.177966, 0.0552096
483, 709, 126, 891433, 842233, 0.177715, 0.055192
483, 710, 126, 891647, 842447, 0.177465, 0.0551788
484, 711, 126, 891930, 842730, 0.177215, 0.0551613
485, 712, 126, 892158, 842958, 0.176966, 0.0551472
486, 713, 126, 892439, 843239, 0.176718, 0.0551298
487, 714, 126, 892656, 843456, 0.176471, 0.0551164
488, 715, 126, 892861, 843661, 0.176224, 0.0551038
489, 716, 126, 893066, 843866, 0.175978, 0.0550911
490, 717, 126, 894392, 845192, 0.175732, 0.0550094
491, 718, 126, 895678, 846478, 0.175487, 0.0549305
492, 719, 126, 896958, 847758, 0.175243, 0.0548521
492, 720, 126, 898613, 849413, 0.175, 0.054751
493, 721, 126, 899967, 850767, 0.174757, 0.0546687
494, 722, 126, 901391, 852191, 0.174515, 0.0545823
495, 723, 126, 902690, 853490, 0.174274, 0.0545038
496, 724, 126, 904095, 854895, 0.174033, 0.0544191
497, 725, 126, 905410, 856210, 0.173793, 0.05434
498, 726, 126, 905427, 856227, 0.173554, 0.054339
499, 727, 126, 906851, 857651, 0.173315, 0.0542537
500, 728, 126, 910894, 861694, 0.173077, 0.0540129
501, 729, 126, 912306, 863106, 0.17284, 0.0539293
502, 730, 126, 914663, 865463, 0.172603, 0.0537903
503, 731, 126, 914729, 865529, 0.172367, 0.0537864
504, 732, 126, 919930, 870730, 0.172131, 0.0534823
505, 733, 126, 921989, 872789, 0.171896, 0.0533629
506, 734, 126, 924048, 874848, 0.171662, 0.053244
506, 735, 126, 925325, 876125, 0.171429, 0.0531705
507, 736, 126, 926602, 877402, 0.171196, 0.0530972
508, 737, 126, 927611, 878411, 0.170963, 0.0530395
509, 738, 126, 928620, 879420, 0.170732, 0.0529818
510, 739, 126, 931114, 881914, 0.170501, 0.0528399
511, 740, 126, 933367, 884167, 0.17027, 0.0527124
511, 741, 126, 933433, 884233, 0.17004, 0.0527087
511, 742, 127, 933525, 884293, 0.171159, 0.0527377
511, 743, 128, 933611, 884353, 0.172275, 0.0527607
511, 744, 129, 933705, 884413, 0.173387, 0.0527918
512, 745, 129, 934540, 885248, 0.173154, 0.0527447
513, 746, 129, 934647, 885355, 0.172922, 0.0527386
514, 747, 129, 934759, 885467, 0.172691, 0.0527323
515, 748, 129, 934834, 885542, 0.17246, 0.0527281
516, 749, 129, 934935, 885643, 0.17223, 0.0527224
517, 750, 129, 935001, 885709, 0.172, 0.0527187
517, 751, 129, 935111, 885819, 0.171771, 0.0527125
517, 752, 130, 935181, 885879, 0.172872, 0.0527192
517, 753, 131, 935244, 885939, 0.173971, 0.0527189
517, 754, 132, 935313, 885999, 0.175066, 0.0527246
518, 755, 132, 935382, 886068, 0.174834, 0.0527207
519, 756, 132, 935474, 886160, 0.174603, 0.0527155
519, 757, 132, 935579, 886265, 0.174373, 0.0527096
519, 758, 133, 935670, 886325, 0.175462, 0.0527376
519, 759, 134, 935758, 886385, 0.176548, 0.0527626
520, 760, 134, 935914, 886541, 0.176316, 0.0527538
520, 761, 134, 936013, 886640, 0.176084, 0.0527482
521, 762, 134, 936612, 887239, 0.175853, 0.0527145
522, 763, 134, 937232, 887859, 0.175623, 0.0526796
523, 764, 134, 937823, 888450, 0.175393, 0.0526464
524, 765, 134, 938430, 889057, 0.175163, 0.0526123
525, 766, 134, 939031, 889658, 0.174935, 0.0525787
526, 767, 134, 939267, 889894, 0.174707, 0.0525655
527, 768, 134, 939875, 890502, 0.174479, 0.0525315
528, 769, 134, 940498, 891125, 0.174252, 0.0524967
529, 770, 134, 941090, 891717, 0.174026, 0.0524636
530, 771, 134, 941222, 891849, 0.1738, 0.0524563
531, 772, 134, 941812, 892439, 0.173575, 0.0524234
532, 773, 134, 942420, 893047, 0.173351, 0.0523896
533, 774, 134, 943025, 893652, 0.173127, 0.052356
534, 775, 134, 943304, 893931, 0.172903, 0.0523405
535, 776, 134, 943910, 894537, 0.17268, 0.0523069
536, 777, 134, 944561, 895188, 0.172458, 0.0522708
537, 778, 134, 945150, 895777, 0.172237, 0.0522383
538, 779, 134, 945746, 896373, 0.172015, 0.0522054
538, 780, 134, 946353, 896980, 0.171795, 0.0521719
539, 781, 134, 946954, 897581, 0.171575, 0.0521388
540, 782, 134, 947087, 897714, 0.171356, 0.0521314
541, 783, 134, 947694, 898321, 0.171137, 0.052098
542, 784, 134, 948628, 899255, 0.170918, 0.0520467
543, 785, 134, 949244, 899871, 0.170701, 0.052013
544, 786, 134, 949837, 900464, 0.170483, 0.0519805
545, 787, 134, 950432, 901059, 0.170267, 0.051948
546, 788, 134, 950747, 901374, 0.170051, 0.0519307
547, 789, 134, 951453, 902080, 0.169835, 0.0518922
548, 790, 134, 952051, 902678, 0.16962, 0.0518596
549, 791, 134, 952640, 903267, 0.169406, 0.0518276
550, 792, 134, 953311, 903938, 0.169192, 0.0517911
551, 793, 134, 953463, 904090, 0.168979, 0.0517828
552, 794, 134, 954055, 904682, 0.168766, 0.0517507
553, 795, 134, 954634, 905261, 0.168553, 0.0517193
553, 796, 134, 954716, 905343, 0.168342, 0.0517149
553, 797, 135, 954793, 905403, 0.169385, 0.0517285
553, 798, 136, 954989, 905463, 0.170426, 0.0518603
554, 799, 136, 955345, 905819, 0.170213, 0.051841
555, 800, 136, 955941, 906415, 0.17, 0.0518086
556, 801, 136, 956562, 907036, 0.169788, 0.051775
557, 802, 136, 957158, 907632, 0.169576, 0.0517428
558, 803, 136, 957739, 908213, 0.169365, 0.0517114
559, 804, 136, 958445, 908919, 0.169154, 0.0516733
560, 805, 136, 958588, 909062, 0.168944, 0.0516656
561, 806, 136, 959192, 909666, 0.168734, 0.051633
562, 807, 136, 959309, 909783, 0.168525, 0.0516267
563, 808, 136, 959895, 910369, 0.168317, 0.0515952
564, 809, 136, 960479, 910953, 0.168109, 0.0515639
565, 810, 136, 961087, 911561, 0.167901, 0.0515312
565, 811, 136, 961697, 912171, 0.167694, 0.0514985
566, 812, 136, 962317, 912791, 0.167488, 0.0514654
567, 813, 136, 962936, 913410, 0.167282, 0.0514323
568, 814, 136, 963535, 914009, 0.167076, 0.0514003
569, 815, 136, 964138, 914612, 0.166871, 0.0513682
570, 816, 136, 964286, 914760, 0.166667, 0.0513603
571, 817, 136, 964885, 915359, 0.166463, 0.0513284
572, 818, 136, 964982, 915456, 0.166259, 0.0513232
573, 819, 136, 965591, 916065, 0.166056, 0.0512909
574, 820, 136, 966178, 916652, 0.165854, 0.0512597
575, 821, 136, 966304, 916778, 0.165652, 0.051253
576, 822, 136, 966908, 917382, 0.16545, 0.051221
576, 823, 136, 967510, 917984, 0.165249, 0.0511891
577, 824, 136, 968127, 918601, 0.165049, 0.0511565
578, 825, 136, 968754, 919228, 0.164848, 0.0511234
579, 826, 136, 969021, 919495, 0.164649, 0.0511093
580, 827, 136, 969630, 920104, 0.16445, 0.0510772
581, 828, 136, 970222, 920696, 0.164251, 0.0510461
582, 829, 136, 970370, 920844, 0.164053, 0.0510383
583, 830, 136, 971004, 921478, 0.163855, 0.0510049
584, 831, 136, 971611, 922085, 0.163658, 0.0509731
585, 832, 136, 972251, 922725, 0.163462, 0.0509395
586, 833, 136, 972587, 923061, 0.163265, 0.0509219
586, 834, 136, 972698, 923172, 0.16307, 0.0509161
586, 835, 137, 972794, 923232, 0.164072, 0.0509481
586, 836, 138, 972939, 923292, 0.165072, 0.0510279
586, 837, 139, 973047, 923352, 0.166069, 0.0510715
586, 838, 140, 973122, 923412, 0.167064, 0.051083
586, 839, 141, 973231, 923472, 0.168057, 0.0511276
586, 840, 142, 973330, 923532, 0.169048, 0.0511625
586, 841, 143, 973426, 923592, 0.170036, 0.0511944
586, 842, 144, 973516, 923652, 0.171021, 0.0512205
586, 843, 145, 973592, 923712, 0.172005, 0.051233
586, 844, 146, 973676, 923772, 0.172986, 0.0512532
587, 845, 146, 973801, 923897, 0.172781, 0.0512466
587, 846, 146, 973898, 923994, 0.172577, 0.0512415
588, 847, 146, 974429, 924525, 0.172373, 0.0512136
589, 848, 146, 974632, 924728, 0.17217, 0.0512029
589, 849, 146, 974698, 924794, 0.171967, 0.0511994
589, 850, 147, 974768, 924854, 0.172941, 0.051206
590, 851, 147, 974871, 924957, 0.172738, 0.0512006
590, 852, 147, 974931, 925017, 0.172535, 0.0511975
591, 853, 147, 975028, 925114, 0.172333, 0.0511924
592, 854, 147, 975162, 925248, 0.172131, 0.0511853
593, 855, 147, 975276, 925362, 0.17193, 0.0511794
593, 856, 147, 975336, 925422, 0.171729, 0.0511762
593, 857, 148, 975395, 925482, 0.172695, 0.0511721
594, 858, 148, 975661, 925748, 0.172494, 0.0511581
595, 859, 148, 976239, 926326, 0.172293, 0.0511278
596, 860, 148, 976541, 926628, 0.172093, 0.051112
597, 861, 148, 976797, 926884, 0.171893, 0.0510986
598, 862, 148, 977054, 927141, 0.171694, 0.0510852
599, 863, 148, 977514, 927601, 0.171495, 0.0510612
600, 864, 148, 977887, 927974, 0.171296, 0.0510417
601, 865, 148, 978401, 928488, 0.171098, 0.0510149
602, 866, 148, 978682, 928769, 0.170901, 0.0510002
603, 867, 148, 979057, 929144, 0.170704, 0.0509807
604, 868, 148, 979415, 929502, 0.170507, 0.0509621
605, 869, 148, 979859, 929946, 0.170311, 0.050939
606, 870, 148, 983167, 933254, 0.170115, 0.0507676
607, 871, 148, 983489, 933576, 0.16992, 0.0507509
608, 872, 148, 984311, 934398, 0.169725, 0.0507086
609, 873, 148, 985063, 935150, 0.16953, 0.0506699
610, 874, 148, 986070, 936157, 0.169336, 0.0506181
611, 875, 148, 986563, 936650, 0.169143, 0.0505928
612, 876, 148, 986823, 936910, 0.16895, 0.0505795
613, 877, 148, 987069, 937156, 0.168757, 0.0505669
614, 878, 148, 989429, 939516, 0.168565, 0.0504463
615, 879, 148, 989469, 939556, 0.168373, 0.0504442
615, 880, 148, 989491, 939578, 0.168182, 0.0504431
616, 881, 148, 989504, 939591, 0.167991, 0.0504424
617, 882, 148, 989515, 939602, 0.1678, 0.0504419
617, 883, 148, 989525, 939612, 0.16761, 0.0504414
618, 884, 148, 994284, 944371, 0.167421, 0.0501999
619, 885, 148, 997892, 947979, 0.167232, 0.0500184
620, 886, 148, 1008819, 958906, 0.167043, 0.0494767
621, 887, 148, 1010059, 960146, 0.166855, 0.0494159
622, 888, 148, 1011299, 961386, 0.166667, 0.0493553
623, 889, 148, 1011544, 961631, 0.166479, 0.0493434
623, 890, 148, 1011586, 961673, 0.166292, 0.0493413
624, 891, 148, 1011838, 961925, 0.166105, 0.049329
625, 892, 148, 1015094, 965181, 0.165919, 0.0491708
626, 893, 148, 1015573, 965660, 0.165733, 0.0491476
626, 894, 148, 1016312, 966399, 0.165548, 0.0491119
626, 895, 149, 1016750, 966459, 0.16648, 0.0494625
626, 896, 150, 1017402, 966519, 0.167411, 0.0500127
626, 897, 151, 1017828, 966579, 0.168339, 0.0503513
627, 898, 151, 1019868, 968619, 0.168151, 0.0502506
628, 899, 151, 1020819, 969570, 0.167964, 0.0502038
629, 900, 151, 1021817, 970568, 0.167778, 0.0501548
630, 901, 151, 1025242, 973993, 0.167592, 0.0499872
631, 902, 151, 1026414, 975165, 0.167406, 0.0499301
632, 903, 151, 1027814, 976565, 0.16722, 0.0498621
633, 904, 151, 1029311, 978062, 0.167035, 0.0497896
634, 905, 151, 1029995, 978746, 0.166851, 0.0497566
635, 906, 151, 1030207, 978958, 0.166667, 0.0497463
636, 907, 151, 1030421, 979172, 0.166483, 0.049736
637, 908, 151, 1030655, 979406, 0.1663, 0.0497247
638, 909, 151, 1031025, 979776, 0.166117, 0.0497068
639, 910, 151, 1031380, 980131, 0.165934, 0.0496897
